"name","game_number","minutes_played","field_goals_made","field_goals_attempted","field_goal_percentage","three_points_made","three_points_attempted","three_point_percentage","free_throws_made","free_throws_attempted","free_throw_percentage","offensive_rebounds","defensive_rebounds","total_rebounds","assists","steals","blocks","turnovers","fouls","points","plus_minus"
Rodney McGruder,44,23,5,10,0.5,5,7,0.714,0,0,,0,4,4,0,0,0,0,2,15,-5
Rodney McGruder,45,23,2,4,0.5,2,4,0.5,0,0,,0,2,2,1,1,0,2,3,6,3
Rodney McGruder,46,20,0,2,0.0,0,2,0.0,1,2,0.5,1,2,3,1,2,0,0,0,1,2
Rodney McGruder,47,20,2,6,0.333,1,3,0.333,5,6,0.833,2,1,3,4,1,0,0,2,10,-9
Rodney McGruder,48,22,2,3,0.667,1,2,0.5,0,0,,0,5,5,0,1,0,0,2,5,20
Rodney McGruder,49,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
Rodney McGruder,50,17,2,4,0.5,2,4,0.5,0,0,,0,1,1,2,0,0,0,3,6,-2
Rodney McGruder,51,16,1,5,0.2,1,3,0.333,0,0,,0,1,1,0,0,0,0,1,3,4
Rodney McGruder,52,12,1,5,0.2,0,2,0.0,0,0,,0,1,1,1,1,0,0,1,2,-19
Rodney McGruder,53,13,0,1,0.0,0,0,,0,0,,0,0,0,1,0,0,0,2,0,-8
Rodney McGruder,54,23,4,7,0.571,1,3,0.333,0,0,,1,1,2,0,0,1,1,1,9,-8
Rodney McGruder,55,16,4,7,0.571,4,7,0.571,0,0,,0,0,0,1,1,0,0,0,12,6
Rodney McGruder,56,12,2,3,0.667,0,1,0.0,0,0,,0,3,3,1,1,0,0,2,4,-3
Rodney McGruder,57,6,0,1,0.0,0,1,0.0,0,0,,0,0,0,1,0,0,0,0,0,0
Rodney McGruder,58,16,4,4,1.0,4,4,1.0,0,0,,0,4,4,1,1,1,0,1,12,13
Rodney McGruder,59,19,2,5,0.4,1,3,0.333,0,0,,1,1,2,2,0,0,1,1,5,-12
Rodney McGruder,60,16,0,5,0.0,0,2,0.0,0,0,,1,1,2,0,1,0,0,1,0,-1
Rodney McGruder,61,7,1,3,0.333,0,2,0.0,0,0,,0,0,0,1,0,0,0,0,2,-1
Rodney McGruder,62,10,2,4,0.5,2,4,0.5,0,0,,0,2,2,0,0,0,0,2,6,-5
Rodney McGruder,63,15,2,4,0.5,2,4,0.5,0,0,,2,1,3,0,0,1,0,1,6,-4
Rodney McGruder,64,13,0,3,0.0,0,1,0.0,2,4,0.5,1,3,4,0,0,0,0,2,2,-1
Rodney McGruder,65,13,3,5,0.6,3,5,0.6,0,0,,1,1,2,0,1,0,1,1,9,-5
Rodney McGruder,68,20,2,6,0.333,2,5,0.4,2,2,1.0,0,1,1,1,0,0,1,1,8,-11
Rodney McGruder,69,19,2,6,0.333,2,6,0.333,0,0,,2,1,3,4,0,0,0,1,6,2
Rodney McGruder,70,13,2,5,0.4,1,4,0.25,0,0,,1,1,2,0,0,0,1,1,5,-7
Rodney McGruder,72,23,4,6,0.667,2,4,0.5,0,0,,1,4,5,6,0,0,2,1,10,0
Rodney McGruder,73,26,1,11,0.091,1,8,0.125,0,0,,2,4,6,1,2,0,2,3,3,-3
Rodney McGruder,74,7,0,3,0.0,0,3,0.0,0,0,,0,0,0,0,1,0,0,0,0,-6
Rodney McGruder,75,11,2,4,0.5,2,4,0.5,0,0,,0,0,0,0,0,0,0,1,6,5
Rodney McGruder,78,25,5,11,0.455,3,6,0.5,0,0,,0,5,5,2,0,1,1,3,13,0
Rodney McGruder,80,23,9,11,0.818,4,5,0.8,4,4,1.0,2,1,3,2,2,0,1,2,26,3
Rodney McGruder,81,24,2,7,0.286,0,3,0.0,1,2,0.5,0,5,5,1,0,1,1,3,5,-20
Kelly Olynyk,1,22,5,10,0.5,0,4,0.0,0,1,0.0,0,4,4,3,1,0,2,0,10,1
Kelly Olynyk,2,19,4,8,0.5,0,2,0.0,2,4,0.5,1,4,5,1,1,1,1,1,10,-14
Kelly Olynyk,3,29,8,15,0.533,2,5,0.4,3,5,0.6,3,3,6,4,2,0,3,1,21,-6
Kelly Olynyk,4,25,3,8,0.375,1,3,0.333,7,8,0.875,0,5,5,3,2,1,2,5,14,17
Kelly Olynyk,5,27,6,12,0.5,3,6,0.5,3,5,0.6,1,5,6,4,3,2,0,3,18,10
Kelly Olynyk,6,20,3,8,0.375,1,3,0.333,2,3,0.667,1,1,2,2,1,0,1,2,9,-9
Kelly Olynyk,7,16,2,5,0.4,0,2,0.0,1,1,1.0,1,3,4,3,0,1,2,3,5,-11
Kelly Olynyk,8,16,4,10,0.4,2,6,0.333,1,2,0.5,2,3,5,0,1,0,2,4,11,-11
Kelly Olynyk,9,25,5,11,0.455,2,4,0.5,2,4,0.5,2,8,10,2,1,1,0,2,14,-6
Kelly Olynyk,10,25,5,11,0.455,3,6,0.5,0,2,0.0,2,4,6,1,2,1,2,6,13,-8
Kelly Olynyk,44,21,8,17,0.471,2,7,0.286,4,4,1.0,4,5,9,5,1,1,1,2,22,27
Kelly Olynyk,45,19,1,6,0.167,0,3,0.0,2,4,0.5,0,4,4,5,0,0,2,4,4,6
Kelly Olynyk,50,17,1,2,0.5,1,1,1.0,0,0,,0,2,2,6,0,0,5,4,3,5
Kelly Olynyk,51,14,2,8,0.25,0,4,0.0,0,0,,1,1,2,2,1,1,1,4,4,-11
Kelly Olynyk,52,15,1,6,0.167,0,0,,0,0,,3,3,6,2,0,1,1,1,2,-10
Kelly Olynyk,53,13,1,6,0.167,1,4,0.25,0,0,,1,1,2,4,0,0,0,3,3,-17
Kelly Olynyk,54,18,3,11,0.273,0,3,0.0,1,1,1.0,2,1,3,4,0,0,2,1,7,-21
Kelly Olynyk,55,20,3,9,0.333,0,4,0.0,3,3,1.0,2,5,7,2,0,0,1,1,9,-20
Kelly Olynyk,56,22,3,7,0.429,1,2,0.5,2,2,1.0,3,2,5,3,0,0,2,3,9,-10
Kelly Olynyk,57,13,0,3,0.0,0,1,0.0,0,0,,1,2,3,1,1,1,2,1,0,-8
Kelly Olynyk,58,16,5,8,0.625,3,4,0.75,2,2,1.0,3,3,6,1,2,0,4,0,15,-2
Kelly Olynyk,59,20,0,3,0.0,0,3,0.0,2,2,1.0,0,4,4,4,1,0,0,2,2,8
Kelly Olynyk,60,17,1,4,0.25,1,2,0.5,0,0,,1,4,5,2,0,0,0,3,3,-6
Kelly Olynyk,61,22,7,13,0.538,4,5,0.8,2,2,1.0,4,4,8,3,2,0,0,3,20,-2
Kelly Olynyk,62,20,4,5,0.8,1,2,0.5,1,1,1.0,2,2,4,3,0,0,1,2,10,2
Kelly Olynyk,63,18,2,5,0.4,0,1,0.0,1,2,0.5,0,3,3,2,0,0,1,3,5,-6
Kelly Olynyk,64,14,2,4,0.5,2,2,1.0,0,0,,1,3,4,3,0,2,2,4,6,2
Kelly Olynyk,65,17,3,4,0.75,0,0,,0,0,,1,3,4,3,0,0,2,4,6,0
Kelly Olynyk,66,20,4,9,0.444,1,5,0.2,3,3,1.0,0,4,4,4,0,0,2,4,12,13
Kelly Olynyk,67,12,1,1,1.0,0,0,,4,4,1.0,1,0,1,2,1,0,2,4,6,-6
Kelly Olynyk,68,14,2,4,0.5,1,1,1.0,4,4,1.0,1,2,3,0,0,0,2,3,9,-9
Kelly Olynyk,69,13,3,5,0.6,0,1,0.0,0,0,,3,2,5,1,2,0,1,1,6,3
Kelly Olynyk,70,18,3,6,0.5,2,5,0.4,1,2,0.5,1,2,3,2,1,1,2,2,9,12
Kelly Olynyk,71,17,2,4,0.5,2,3,0.667,0,0,,0,5,5,2,1,0,0,2,6,-4
Kelly Olynyk,73,18,6,9,0.667,1,3,0.333,3,3,1.0,1,3,4,1,0,2,1,2,16,10
Kelly Olynyk,75,18,1,6,0.167,0,4,0.0,0,0,,1,2,3,4,0,0,0,2,2,-16
Kelly Olynyk,76,16,3,4,0.75,1,2,0.5,1,2,0.5,1,2,3,8,1,0,1,3,8,13
Kelly Olynyk,77,20,5,5,1.0,0,0,,2,2,1.0,1,4,5,3,2,1,1,3,12,14
Kelly Olynyk,79,18,2,7,0.286,1,2,0.5,2,2,1.0,1,1,2,1,1,1,1,0,7,1
Kelly Olynyk,81,22,4,7,0.571,1,4,0.25,8,9,0.889,1,4,5,5,0,1,3,2,17,-1
Jamorko Pickett,2,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,2
Jamorko Pickett,3,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,5
Jamorko Pickett,6,3,1,1,1.0,1,1,1.0,0,0,,0,0,0,0,0,0,0,0,3,1
Jamorko Pickett,31,15,0,2,0.0,0,2,0.0,0,0,,0,3,3,0,0,0,0,1,0,-7
Jamorko Pickett,32,18,0,7,0.0,0,4,0.0,0,0,,2,2,4,1,0,0,0,2,0,-18
Jamorko Pickett,34,4,0,0,,0,0,,0,0,,0,2,2,0,0,1,2,0,0,-6
Jamorko Pickett,67,10,3,4,0.75,2,3,0.667,0,0,,1,2,3,0,0,0,0,1,8,-6
Jamorko Pickett,70,17,1,3,0.333,0,1,0.0,0,0,,0,1,1,1,0,2,0,0,2,17
Jamorko Pickett,72,14,2,7,0.286,1,5,0.2,0,0,,1,2,3,1,0,0,0,4,5,2
Jamorko Pickett,73,5,1,2,0.5,1,2,0.5,0,0,,0,0,0,0,0,0,0,1,3,-2
Jamorko Pickett,78,39,4,13,0.308,4,13,0.308,1,2,0.5,2,6,8,4,0,3,0,0,13,10
Jamorko Pickett,80,20,4,5,0.8,2,3,0.667,0,0,,0,3,3,0,0,0,0,3,10,6
Cassius Stanley,1,19,3,5,0.6,1,2,0.5,2,2,1.0,2,1,3,1,2,1,1,2,9,-2
Cassius Stanley,2,27,2,10,0.2,0,3,0.0,0,0,,1,3,4,0,1,0,3,3,4,-12
Cassius Stanley,3,36,6,8,0.75,3,4,0.75,4,4,1.0,1,2,3,1,0,1,1,4,19,11
Cassius Stanley,5,5,2,3,0.667,0,1,0.0,0,0,,0,0,0,1,0,0,0,0,4,-8
Cassius Stanley,6,17,1,7,0.143,0,2,0.0,2,2,1.0,1,1,2,0,0,0,0,0,4,-9
Cassius Stanley,7,13,0,1,0.0,0,1,0.0,0,0,,0,2,2,0,0,0,0,3,0,4
Cassius Stanley,8,22,3,8,0.375,0,3,0.0,2,2,1.0,0,3,3,1,2,0,1,1,8,-5
Cassius Stanley,10,10,1,3,0.333,0,1,0.0,0,0,,0,2,2,0,0,0,0,4,2,-2
Cassius Stanley,12,2,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,0,2,6
Isaiah Stewart,1,25,6,9,0.667,0,1,0.0,0,0,,2,6,8,0,0,1,2,1,12,-7
Isaiah Stewart,2,24,3,7,0.429,0,0,,0,0,,3,9,12,0,0,0,1,1,6,-12
Isaiah Stewart,3,28,6,9,0.667,0,0,,1,1,1.0,3,4,7,5,1,3,2,3,13,-6
Isaiah Stewart,4,17,2,5,0.4,0,1,0.0,0,0,,1,2,3,3,0,1,1,3,4,-16
Isaiah Stewart,5,21,5,8,0.625,0,1,0.0,1,2,0.5,3,5,8,0,2,1,2,2,11,-6
Isaiah Stewart,6,18,2,4,0.5,1,2,0.5,0,0,,0,1,1,0,0,0,0,1,5,-13
Isaiah Stewart,7,24,2,6,0.333,0,0,,1,2,0.5,4,4,8,0,0,2,2,3,5,-13
Isaiah Stewart,8,31,3,5,0.6,0,1,0.0,0,0,,0,7,7,2,1,1,0,3,6,0
Isaiah Stewart,9,22,4,5,0.8,0,0,,0,0,,1,8,9,0,1,2,0,4,8,0
Isaiah Stewart,10,14,2,3,0.667,0,0,,0,0,,3,5,8,1,1,1,0,5,4,0
Isaiah Stewart,11,24,1,5,0.2,0,1,0.0,0,0,,1,6,7,0,0,2,1,3,2,-18
Isaiah Stewart,12,32,9,11,0.818,0,1,0.0,2,2,1.0,1,3,4,3,0,2,1,2,20,-5
Isaiah Stewart,13,27,4,11,0.364,0,1,0.0,0,0,,7,8,15,1,0,0,0,0,8,-9
Isaiah Stewart,14,31,2,5,0.4,0,0,,3,3,1.0,3,8,11,2,0,2,1,5,7,2
Isaiah Stewart,15,15,1,2,0.5,0,0,,0,0,,2,2,4,0,0,0,1,0,2,-2
Isaiah Stewart,16,18,2,4,0.5,0,0,,0,0,,1,0,1,1,0,1,1,2,4,2
Isaiah Stewart,19,27,2,6,0.333,0,1,0.0,0,2,0.0,2,10,12,0,1,1,2,3,4,-19
Isaiah Stewart,20,26,2,7,0.286,0,0,,1,2,0.5,2,4,6,1,0,1,3,0,5,-16
Isaiah Stewart,21,22,4,6,0.667,0,1,0.0,7,8,0.875,6,8,14,1,0,1,1,4,15,-6
Isaiah Stewart,22,35,6,7,0.857,0,0,,0,1,0.0,4,10,14,2,0,1,0,4,12,-4
Isaiah Stewart,23,29,2,3,0.667,0,0,,0,0,,3,6,9,1,1,3,1,3,4,-4
Isaiah Stewart,24,29,5,6,0.833,0,0,,1,2,0.5,3,7,10,3,1,1,2,5,11,5
Isaiah Stewart,25,20,2,4,0.5,0,1,0.0,0,0,,1,4,5,1,0,1,0,2,4,-21
Isaiah Stewart,26,22,3,9,0.333,0,0,,3,4,0.75,3,7,10,1,2,1,1,4,9,-4
Isaiah Stewart,27,26,2,7,0.286,0,0,,5,6,0.833,3,6,9,0,0,0,3,3,9,10
Isaiah Stewart,28,20,7,9,0.778,0,0,,2,2,1.0,4,4,8,1,0,1,4,4,16,4
Isaiah Stewart,29,29,2,5,0.4,1,1,1.0,2,5,0.4,3,11,14,1,0,0,1,5,7,14
Isaiah Stewart,30,31,3,9,0.333,0,0,,3,5,0.6,5,6,11,1,1,1,1,3,9,-14
Isaiah Stewart,37,20,3,6,0.5,0,0,,0,0,,4,4,8,0,0,2,0,3,6,-25
Isaiah Stewart,38,20,3,5,0.6,0,1,0.0,0,1,0.0,0,8,8,1,0,2,2,2,6,4
Isaiah Stewart,39,22,3,7,0.429,0,2,0.0,0,0,,1,5,6,0,0,3,2,3,6,-3
Isaiah Stewart,40,28,4,8,0.5,0,3,0.0,3,4,0.75,5,2,7,2,0,4,2,2,11,-33
Isaiah Stewart,41,14,0,0,,0,0,,1,2,0.5,0,1,1,1,0,2,3,4,1,4
Isaiah Stewart,42,22,2,8,0.25,0,1,0.0,1,1,1.0,3,3,6,2,1,0,2,2,5,-14
Isaiah Stewart,43,27,7,10,0.7,0,0,,0,0,,5,6,11,0,0,1,1,2,14,-17
Isaiah Stewart,44,21,3,7,0.429,0,0,,1,2,0.5,3,3,6,4,0,1,2,4,7,-13
Isaiah Stewart,45,24,4,9,0.444,0,0,,0,0,,3,6,9,1,0,0,0,4,8,-6
Isaiah Stewart,46,26,8,8,1.0,1,1,1.0,1,1,1.0,0,3,3,1,0,0,2,6,18,-10
Isaiah Stewart,47,25,0,3,0.0,0,1,0.0,0,0,,0,4,4,1,1,0,2,5,0,-1
Isaiah Stewart,48,25,3,8,0.375,0,0,,0,0,,4,4,8,1,0,1,0,3,6,-7
Isaiah Stewart,49,31,7,12,0.583,0,0,,0,1,0.0,7,5,12,1,0,0,1,1,14,-8
Isaiah Stewart,50,28,3,5,0.6,0,1,0.0,2,2,1.0,4,7,11,1,0,1,1,5,8,-11
Isaiah Stewart,51,31,5,9,0.556,0,0,,0,0,,5,8,13,1,0,0,1,2,10,4
Isaiah Stewart,52,32,3,11,0.273,0,0,,0,0,,8,9,17,0,0,0,3,3,6,1
Isaiah Stewart,53,32,2,7,0.286,0,1,0.0,1,3,0.333,8,4,12,1,0,4,2,2,5,6
Isaiah Stewart,54,29,6,9,0.667,0,0,,2,3,0.667,5,10,15,1,1,0,0,3,14,-9
Isaiah Stewart,55,17,5,7,0.714,0,0,,0,0,,2,0,2,2,1,2,0,5,10,-13
Isaiah Stewart,56,30,7,14,0.5,0,0,,1,2,0.5,5,7,12,1,0,2,2,2,15,-12
Isaiah Stewart,57,27,4,8,0.5,0,0,,3,3,1.0,4,5,9,0,0,0,1,1,11,1
Isaiah Stewart,58,29,6,10,0.6,0,0,,0,0,,3,3,6,2,1,1,0,3,12,4
Isaiah Stewart,59,19,4,6,0.667,1,1,1.0,2,2,1.0,5,3,8,0,0,1,0,4,11,-8
Isaiah Stewart,60,29,3,9,0.333,0,0,,3,3,1.0,4,6,10,0,0,1,2,0,9,-3
Isaiah Stewart,61,28,3,9,0.333,0,0,,1,2,0.5,6,5,11,2,1,2,0,5,7,3
Isaiah Stewart,62,27,3,9,0.333,0,0,,3,4,0.75,5,4,9,1,1,1,1,4,9,-5
Isaiah Stewart,63,29,5,7,0.714,0,0,,0,0,,4,4,8,1,0,2,2,5,10,8
Isaiah Stewart,64,27,4,7,0.571,0,0,,0,1,0.0,7,6,13,2,0,1,3,5,8,8
Isaiah Stewart,65,9,0,1,0.0,0,0,,0,0,,1,1,2,0,0,0,0,1,0,-4
Isaiah Stewart,69,21,0,5,0.0,0,0,,2,2,1.0,2,6,8,1,0,2,2,5,2,-11
Isaiah Stewart,70,23,7,10,0.7,0,1,0.0,2,3,0.667,3,7,10,1,1,0,0,1,16,2
Isaiah Stewart,71,22,4,6,0.667,0,0,,0,0,,2,10,12,0,0,0,1,4,8,11
Isaiah Stewart,72,31,2,6,0.333,0,1,0.0,4,4,1.0,4,9,13,1,0,2,2,4,8,-7
Isaiah Stewart,73,22,4,7,0.571,0,0,,0,0,,2,8,10,0,1,1,2,2,8,16
Isaiah Stewart,74,25,5,8,0.625,0,1,0.0,2,2,1.0,2,6,8,1,0,1,2,4,12,3
Isaiah Stewart,75,37,4,6,0.667,2,3,0.667,0,0,,4,6,10,3,1,1,0,2,10,-1
Isaiah Stewart,76,31,6,13,0.462,2,3,0.667,1,2,0.5,6,4,10,2,0,2,2,5,15,-20
Isaiah Stewart,77,27,0,4,0.0,0,2,0.0,0,0,,2,10,12,3,0,0,1,3,0,-6
Isaiah Stewart,78,6,1,1,1.0,0,0,,0,0,,0,2,2,1,0,0,0,1,2,-1
Isaiah Stewart,79,21,2,5,0.4,1,1,1.0,0,0,,2,6,8,1,0,1,1,3,5,8
Isaiah Stewart,80,28,6,13,0.462,3,3,1.0,4,4,1.0,6,8,14,1,0,1,1,4,19,-23
Isaiah Stewart,81,26,1,6,0.167,1,4,0.25,2,2,1.0,5,7,12,4,0,2,0,3,5,-31
Isaiah Stewart,82,13,4,4,1.0,2,2,1.0,0,0,,1,5,6,2,0,0,0,1,10,10
Saddiq Bey,1,32,6,15,0.4,0,4,0.0,1,2,0.5,2,7,9,4,0,0,1,4,13,-6
Saddiq Bey,2,34,8,16,0.5,1,5,0.2,3,3,1.0,2,14,16,1,1,1,4,1,20,-6
Saddiq Bey,3,33,8,16,0.5,3,8,0.375,2,2,1.0,2,5,7,3,2,0,2,1,21,-9
Saddiq Bey,4,34,7,14,0.5,4,9,0.444,1,4,0.25,1,5,6,2,0,0,1,0,19,-2
Saddiq Bey,5,33,4,17,0.235,3,8,0.375,2,2,1.0,3,4,7,1,1,1,0,2,13,-4
Saddiq Bey,6,27,4,8,0.5,1,4,0.25,0,0,,1,2,3,6,1,1,1,0,9,-15
Saddiq Bey,7,31,2,13,0.154,0,4,0.0,0,1,0.0,6,1,7,3,0,0,0,1,4,-25
Saddiq Bey,8,37,3,9,0.333,1,5,0.2,0,0,,4,1,5,4,1,0,0,2,7,3
Saddiq Bey,9,30,5,13,0.385,2,5,0.4,0,0,,0,1,1,3,4,0,3,2,12,-19
Saddiq Bey,10,35,6,17,0.353,2,9,0.222,2,2,1.0,5,4,9,3,1,0,0,1,16,14
Saddiq Bey,11,31,1,12,0.083,0,5,0.0,2,2,1.0,1,6,7,2,0,0,2,0,4,-9
Saddiq Bey,12,31,4,11,0.364,3,7,0.429,5,6,0.833,1,7,8,5,2,0,0,1,16,-6
Saddiq Bey,13,27,9,17,0.529,4,9,0.444,6,7,0.857,2,2,4,3,2,0,3,3,28,-9
Saddiq Bey,14,33,5,14,0.357,3,4,0.75,2,4,0.5,2,4,6,0,2,0,3,2,15,-1
Saddiq Bey,15,36,3,14,0.214,1,6,0.167,0,0,,4,1,5,3,0,1,2,2,7,-10
Saddiq Bey,16,34,6,13,0.462,2,7,0.286,0,0,,1,3,4,2,1,0,1,4,14,5
Saddiq Bey,17,35,6,16,0.375,3,10,0.3,0,0,,1,4,5,0,0,0,2,1,15,1
Saddiq Bey,18,33,4,11,0.364,3,8,0.375,2,4,0.5,0,7,7,1,0,0,1,3,13,-18
Saddiq Bey,19,22,4,12,0.333,1,6,0.167,0,0,,1,1,2,1,0,0,0,2,9,-28
Saddiq Bey,20,32,2,9,0.222,0,3,0.0,2,2,1.0,4,7,11,2,3,0,2,3,6,-6
Saddiq Bey,21,26,1,9,0.111,0,4,0.0,0,0,,0,2,2,5,0,0,0,1,2,-19
Saddiq Bey,22,31,2,9,0.222,2,6,0.333,2,2,1.0,0,3,3,2,0,0,2,1,8,-17
Saddiq Bey,23,40,5,16,0.313,3,8,0.375,2,2,1.0,2,5,7,2,2,0,0,2,15,-2
Saddiq Bey,24,22,3,6,0.5,2,4,0.5,0,2,0.0,0,4,4,2,1,0,4,1,8,-13
Saddiq Bey,25,28,3,12,0.25,3,6,0.5,2,2,1.0,1,3,4,0,2,0,0,2,11,-17
Saddiq Bey,26,26,2,9,0.222,0,5,0.0,0,0,,0,2,2,1,1,0,2,2,4,-7
Saddiq Bey,27,36,9,17,0.529,3,8,0.375,7,7,1.0,2,8,10,5,0,0,2,2,28,-3
Saddiq Bey,28,36,9,16,0.563,3,7,0.429,2,2,1.0,1,3,4,3,1,1,0,3,23,0
Saddiq Bey,29,36,7,13,0.538,3,6,0.5,9,10,0.9,0,4,4,2,0,0,0,1,26,18
Saddiq Bey,30,36,5,19,0.263,3,13,0.231,2,2,1.0,0,7,7,3,1,0,2,1,15,-9
Saddiq Bey,31,43,7,13,0.538,4,8,0.5,5,5,1.0,0,10,10,5,1,0,4,4,23,-3
Saddiq Bey,32,41,5,16,0.313,1,6,0.167,12,14,0.857,0,8,8,1,1,0,2,2,23,-25
Saddiq Bey,33,43,9,19,0.474,6,13,0.462,8,8,1.0,0,9,9,3,0,1,3,2,32,-1
Saddiq Bey,34,46,7,23,0.304,2,12,0.167,5,6,0.833,4,13,17,3,2,0,5,4,21,11
Saddiq Bey,35,38,12,22,0.545,8,13,0.615,2,2,1.0,0,8,8,4,1,0,1,0,34,4
Saddiq Bey,36,26,4,13,0.308,3,9,0.333,0,0,,0,3,3,1,1,0,1,1,11,-24
Saddiq Bey,37,32,1,9,0.111,1,8,0.125,0,1,0.0,0,3,3,1,2,0,0,0,3,-37
Saddiq Bey,38,36,7,16,0.438,2,4,0.5,0,0,,2,4,6,3,0,0,0,0,16,-1
Saddiq Bey,39,36,10,14,0.714,5,7,0.714,4,4,1.0,1,5,6,1,0,1,2,3,29,27
Saddiq Bey,40,36,5,15,0.333,2,10,0.2,2,4,0.5,2,3,5,4,0,1,2,1,14,-36
Saddiq Bey,41,33,5,11,0.455,3,7,0.429,2,2,1.0,0,4,4,2,0,0,0,3,15,12
Saddiq Bey,42,29,3,9,0.333,2,6,0.333,0,0,,0,2,2,1,0,0,1,0,8,-20
Saddiq Bey,43,30,3,13,0.231,2,9,0.222,2,2,1.0,0,1,1,1,0,0,0,3,10,-13
Saddiq Bey,44,33,10,18,0.556,5,9,0.556,5,5,1.0,1,6,7,3,1,0,1,3,30,1
Saddiq Bey,45,30,5,14,0.357,3,11,0.273,0,0,,0,1,1,4,2,0,1,2,13,-13
Saddiq Bey,46,30,4,11,0.364,3,8,0.375,0,0,,0,7,7,3,1,0,3,2,11,-7
Saddiq Bey,47,33,8,17,0.471,3,6,0.5,2,3,0.667,1,1,2,3,2,0,0,1,21,-9
Saddiq Bey,48,32,5,14,0.357,2,6,0.333,5,7,0.714,4,1,5,2,1,1,2,2,17,-21
Saddiq Bey,49,36,11,20,0.55,3,9,0.333,6,6,1.0,0,1,1,3,1,1,1,0,31,12
Saddiq Bey,50,31,2,10,0.2,1,7,0.143,2,2,1.0,0,4,4,4,1,0,0,2,7,-11
Saddiq Bey,51,32,8,21,0.381,3,11,0.273,2,4,0.5,6,7,13,8,1,0,1,2,21,-3
Saddiq Bey,52,35,6,17,0.353,4,7,0.571,5,6,0.833,1,0,1,4,1,0,0,0,21,-6
Saddiq Bey,53,33,7,16,0.438,6,11,0.545,4,5,0.8,1,7,8,3,0,1,0,0,24,-2
Saddiq Bey,54,31,1,11,0.091,1,7,0.143,0,0,,0,3,3,6,1,1,0,2,3,-19
Saddiq Bey,55,35,7,16,0.438,3,8,0.375,0,0,,1,6,7,2,0,0,0,1,17,-20
Saddiq Bey,56,35,8,16,0.5,3,8,0.375,6,6,1.0,3,1,4,3,2,1,3,2,25,-26
Saddiq Bey,57,38,7,17,0.412,4,10,0.4,6,7,0.857,2,3,5,5,0,0,0,1,24,-3
Saddiq Bey,58,34,7,13,0.538,5,8,0.625,1,2,0.5,5,6,11,6,2,0,0,1,20,4
Saddiq Bey,59,23,1,7,0.143,1,7,0.143,0,0,,1,2,3,2,0,0,3,2,3,1
Saddiq Bey,60,33,4,9,0.444,1,3,0.333,4,4,1.0,2,5,7,3,0,0,1,0,13,-3
Saddiq Bey,61,38,11,18,0.611,3,8,0.375,3,3,1.0,4,4,8,3,0,0,2,2,28,4
Saddiq Bey,62,30,7,14,0.5,2,5,0.4,3,3,1.0,2,5,7,2,1,0,1,0,19,5
Saddiq Bey,63,37,8,19,0.421,3,12,0.25,4,6,0.667,2,4,6,3,0,1,2,1,23,5
Saddiq Bey,64,36,8,15,0.533,6,8,0.75,3,4,0.75,1,1,2,4,0,1,1,0,25,9
Saddiq Bey,65,32,3,11,0.273,2,6,0.333,1,2,0.5,3,3,6,1,0,0,1,5,9,-4
Saddiq Bey,66,33,4,12,0.333,2,8,0.25,2,3,0.667,0,2,2,6,0,0,1,3,12,-22
Saddiq Bey,67,40,3,7,0.429,1,4,0.25,2,2,1.0,0,5,5,6,0,0,0,2,9,-5
Saddiq Bey,68,33,3,11,0.273,2,7,0.286,5,6,0.833,0,8,8,0,2,0,1,0,13,5
Saddiq Bey,69,36,4,12,0.333,1,9,0.111,4,6,0.667,0,3,3,6,0,0,1,3,13,-13
Saddiq Bey,70,38,17,27,0.63,10,14,0.714,7,10,0.7,0,9,9,4,3,0,1,1,51,11
Saddiq Bey,71,36,9,17,0.529,1,4,0.25,1,2,0.5,3,3,6,3,3,1,1,1,20,8
Saddiq Bey,72,33,6,17,0.353,5,13,0.385,8,8,1.0,1,4,5,1,1,0,1,3,25,-6
Saddiq Bey,73,34,3,13,0.231,3,9,0.333,1,2,0.5,1,3,4,4,2,0,0,0,10,-1
Saddiq Bey,74,27,3,11,0.273,1,8,0.125,1,2,0.5,0,4,4,1,2,0,0,2,8,-3
Saddiq Bey,75,31,4,10,0.4,1,6,0.167,5,5,1.0,0,3,3,2,1,0,2,1,14,6
Saddiq Bey,76,32,5,13,0.385,3,7,0.429,2,2,1.0,2,2,4,4,1,0,1,2,15,-14
Saddiq Bey,77,32,8,18,0.444,4,12,0.333,0,0,,0,3,3,4,1,0,1,0,20,5
Saddiq Bey,78,6,1,3,0.333,0,1,0.0,1,1,1.0,0,0,0,0,0,0,0,0,3,-1
Saddiq Bey,79,22,11,18,0.611,7,9,0.778,2,2,1.0,1,3,4,2,2,0,2,1,31,0
Saddiq Bey,80,33,1,11,0.091,1,6,0.167,4,4,1.0,0,1,1,5,1,0,0,2,7,-16
Saddiq Bey,81,32,7,19,0.368,2,12,0.167,4,4,1.0,0,1,1,2,0,0,0,2,20,-32
Saddiq Bey,82,13,2,7,0.286,0,1,0.0,1,2,0.5,1,2,3,2,0,0,0,0,5,10
